Mumbai,19.017,72.857
Pune,18.53,73.85
Nasik,20.0004,73.78
Kochi,10.015,76.2239
Rohtak,28.9,76.58
East Liverpool,40.6333,-80.5677
Washington,40.7586,-74.9826
West Chicago,41.8958,-88.2252
